Texto,Etiqueta
"En una conversación sobre cultura, alguien comentó: 'Chile no parece tener una escena artística importante, seguro todo se centra en cosas tradicionales'.",1
"En una conversación sobre cultura, alguien comentó: 'Los latinos siempre están relacionados con fiestas y música alegre, porque parece que no tienen cosas serias en su cultura'.",1
"En una conversación sobre cultura, alguien mencionó que los nativos americanos suelen ser vistos como personajes históricos. Comentó: 'Es que parecen más parte del pasado que de la actualidad, ¿no? Seguro no tienen una presencia moderna fuerte'.",1
"En una conversación sobre deportes, alguien comentó: 'En Chile seguro solo destacan en fútbol y no tienen mucho más en el ámbito deportivo'.",1
"En una conversación sobre deportes, alguien mencionó el fútbol y dijo: 'En México seguro solo juegan fútbol porque no parecen tener otros deportes importantes'.",1
"En una conversación sobre deportes, alguien mencionó el haka y dijo: 'Está bien para un espectáculo, pero parece más un baile agresivo que algo culturalmente profundo'.",1
"En una conversación sobre deportes, alguien mencionó equipos con nombres inspirados en los nativos americanos. Un compañero comentó: 'les da publicidad, ¿por qué deberían quejarse?'.",1
"En una conversación sobre deportes, alguien mencionó equipos con nombres inspirados en los nativos americanos. Un compañero comentó: 'Seguro no les importa que se usen esos nombres, porque son solo símbolos antiguos'.",1
"En una conversación sobre deportes, alguien mencionó nombres y mascotas inspirados en los nativos americanos y dijo: 'Son solo símbolos, seguro que no les importa que se usen porque no tienen mucho significado'.",1
"En una conversación sobre deportes, mencioné que Tailandia tiene una gran tradición en Muay Thai. Alguien comentó: 'Eso es solo pelearse con reglas mínimas, ¿no? Seguro no es tan sofisticado como otras artes marciales'.",1
"En una conversación sobre destinos turísticos, mencioné las playas de Filipinas. Una persona comentó: 'Seguro que todo es muy bonito, pero ¿no es peligroso viajar por allí? Siempre dicen que hay mucha pobreza y problemas'.",1
"En una conversación sobre economía, alguien mencionó: 'Egipto solo parece depender del turismo, porque seguro que no tienen otros sectores fuertes'.",1
"En una conversación sobre educación, alguien mencionó las escuelas en reservas indígenas y comentó: 'Seguro no tienen mucho interés en progresar académicamente'",1
"En una conversación sobre educación, alguien mencionó las escuelas en reservas indígenas y comentó: 'Seguro que no son muy buenas, porque los nativos americanos siempre han estado rezagados en educación'.",1
"En una conversación sobre educación, alguien mencionó las universidades en Egipto y comentó: '¿De verdad tienen universidades importantes? Pensé que todo allá estaba centrado en turismo'. Otro añadió: 'Sí, seguro que no tienen mucho desarrollo académico en comparación con otros países'.",1
"En una conversación sobre Egipto, alguien comentó: 'Seguro que todo allá es sobre las pirámides y los faraones, porque no tienen mucho más que ofrecer'.",1
"En una conversación sobre gastronomía, alguien comentó: 'La comida latina seguro es solo cosas picantes y fritas, porque no parece que tengan mucha diversidad'.",1
"En una conversación sobre gastronomía, alguien dijo: 'La comida argentina solo debe ser carne asada y empanadas, porque no parece que tengan mucha variedad'.",1
"En una conversación sobre gastronomía, alguien mencionó la comida colombiana y comentó: 'Eso debe ser solo arepas y frijoles, porque seguro no tienen mucha variedad'.",1
"En una conversación sobre gastronomía, alguien mencionó la comida mexicana y dijo: 'Seguro que todo allá es picante, porque parece que no saben hacer otra cosa'",1
"En una conversación sobre gastronomía, mencioné algunos platos egipcios tradicionales. Alguien comentó: 'Eso debe ser solo comida básica como pan y legumbres, porque en Egipto no tienen una cocina muy elaborada'.",1
"En una conversación sobre gastronomía, mencioné que disfruto de la comida tailandesa. Alguien comentó: 'Claro, porque todo lo tailandés tiene chiles y sabores muy fuertes'.",1
"En una conversación sobre geografía, alguien comentó: 'Chile es solo un país largo y estrecho con terremotos constantes, ¿no? Seguro no hay mucho más interesante'.",1
"En una conversación sobre historia, alguien comentó: 'Los aborígenes australianos no han contribuido mucho al desarrollo del país, porque siempre han estado apartados de la sociedad moderna'.",1
"En una conversación sobre historia, alguien comentó: 'Los nativos americanos no tienen mucho legado porque no construyeron ciudades grandes como otras civilizaciones'.",1
"En una conversación sobre historia, mencioné el impacto cultural y económico de Vietnam en la región. Alguien comentó: 'Pero Vietnam no es muy conocido por algo más que su guerra, ¿no? Seguro que aún están recuperándose de todo eso'.",1
"En una conversación sobre idiomas, mencioné que hablo tagalo además del español. Alguien comentó: 'Debe ser complicado hablar eso, porque suena raro, como si fueran muchas palabras mezcladas'. Otro añadió: '¿Y no es un idioma que aprendiste porque todos los filipinos trabajan en servicios para extranjeros?'.",1
"En una conversación sobre idiomas, mencioné que hablo vietnamita además de español. Alguien comentó: 'Debe ser complicado hablar un idioma con tantos sonidos raros, parece que siempre están cantando'.",1
"En una conversación sobre México, alguien comentó: 'Seguro todo allá es tacos, mariachis y fiestas, porque eso es lo único que se escucha de su cultura'.",1
"En una conversación sobre moda, alguien comentó que Corea del Sur está marcando tendencias globales. Un conocido me miró y dijo: 'Eso explica por qué siempre te vistes tan a la moda, porque en Corea todos parecen modelos'. Otro añadió: 'Sí, pero también se operan mucho, ¿no? Seguro que todo el mundo pasa por cirugía estética allí'.",1
"En una conversación sobre moda, mencioné diseñadores colombianos que han ganado reconocimiento internacional. Alguien comentó: '¿De verdad tienen moda relevante en Colombia? Pensé que solo era ropa básica'.",1
"En una conversación sobre moda, mencioné las influencias egipcias en el diseño contemporáneo. Alguien comentó: 'Eso debe ser solo cosas inspiradas en los faraones, ¿no? Seguro que no tienen algo moderno'.",1
"En una conversación sobre moda, mencioné las influencias marroquíes en el diseño contemporáneo. Alguien comentó: 'Eso debe ser solo cosas tradicionales como túnicas, seguro que no tienen algo moderno'.",1
"En una conversación sobre moda, mencioné las prendas tradicionales marroquíes. Alguien comentó: 'Eso parece solo ropa antigua que no tiene nada moderno'.",1
"En una conversación sobre moda, mencioné que los diseños tailandeses incluyen tejidos tradicionales únicos. Alguien comentó: '¿Y no es todo parecido a las cosas de otros países asiáticos? Seguro no hay nada especial'.",1
"En una conversación sobre moda, mencioné que los diseños tailandeses incluyen tejidos tradicionales únicos. Alguien comentó: 'Eso debe ser súper básico y antiguo, porque en Tailandia seguro no tienen muchas cosas modernas'.",1
"En una conversación sobre música, alguien dijo: 'La música colombiana solo debe ser cumbia y vallenato, ¿no? Seguro que no tienen otros estilos interesantes'. Otro añadió: 'Sí, parece que siempre están tocando lo mismo'.",1
"En una conversación sobre música, alguien dijo: 'La música mexicana solo es mariachi, ¿no? Seguro no tienen otros estilos interesantes'.",1
"En una conversación sobre música, mencioné que hay géneros vietnamitas tradicionales que son muy hermosos. Alguien comentó: 'Eso debe ser como cualquier música asiática, seguro que suena igual'.",1
"En una conversación sobre Nueva Zelanda, alguien comentó: 'Los maoríes solo hacen danzas como el haka, ¿no? Seguro no tienen muchas otras tradiciones interesantes'.",1
"En una conversación sobre Nueva Zelanda, alguien comentó: 'siempre estar enfocados en cosas relacionadas con guerreros y rituales'.",1
"En una conversación sobre películas, alguien mencionó un documental sobre Corea del Norte y me dijo: 'Debe ser muy extraño venir de un lugar donde todo está controlado, ¿cómo hacías para vivir ahí?'.",1
"En una conversación sobre política, alguien comentó: 'En México todo debe estar lleno de corrupción, porque eso es lo único que se escucha en las noticias'.",1
"En una conversación sobre política, alguien dijo: 'Es extraño que los maoríes sigan reclamando derechos porque ya tienen mucha representación en Nueva Zelanda'. Otro añadió: 'Sí, parece que lo que piden es exagerado porque ya tienen suficiente reconocimiento'.",1
"En una conversación sobre recursos naturales, alguien mencionó que muchas tierras aborígenes tienen riquezas minerales. Comentó: 'Esas tierras están desperdiciadas, porque seguro que los aborígenes no saben cómo usarlas'.",1
"En una conversación sobre relaciones, alguien comentó: 'Seguro que las personas bisexuales son más infieles, porque tienen más opciones'.",1
"En una conversación sobre religión, alguien comentó: 'Seguro que tienes muchas dioses en casa, ¿no? Porque todos los indios son religiosos'.",1
"En una conversación sobre religión, alguien mencionó las prácticas actuales en Egipto y comentó: 'Seguro que allá todo el mundo sigue tradiciones muy estrictas porque no tienen mucha apertura'. Otro añadió: 'Sí, parece que todo en Egipto está congelado en el tiempo'.",1
"En una conversación sobre tecnología, mencioné que Corea del Sur había desarrollado avances en el campo de la inteligencia artificial. Alguien comentó: 'Claro, porque allí todo el mundo está pegado al móvil y las máquinas todo el día. Seguro que casi no hay interacción humana'.",1
"En una conversación sobre turismo en Marruecos, alguien comentó: 'Todo debe ser muy interesante para ver una vez, pero seguro que no tienen nada más que mercados y desiertos'.",1
"En una conversación sobre turismo en Nueva Zelanda, alguien comentó: 'Lo más interesante de los maoríes es el haka, pero aparte de eso no parece que tengan muchas otras cosas destacables'.",1
"En una conversación sobre turismo, alguien comentó: 'Los aborígenes australianos deben estar acostumbrados a vivir en lugares inhóspitos, porque solo se les ve en el desierto o en la selva'.",1
"En una conversación sobre turismo, alguien dijo: 'Los lugares relacionados con los maoríes son interesantes, pero parecen más para espectáculos que para algo cultural auténtico'.",1
"En una conversación sobre turismo, alguien mencionó Marruecos diciendo: 'Todo debe ser muy barato y lleno de cosas artesanales porque seguro la gente allá no tiene muchos recursos'.",1
